,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
53747,101,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
53756,5,2018,4,4,3,5,0,2,0,0,0,0,126.75,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53765,36,2018,4,4,1,0,0,3,0,0,0,0,150.3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53774,66,2018,4,4,1,1,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53783,50,2018,4,4,1,3,0,2,0,0,0,0,112.2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53792,64,2018,4,4,1,3,0,2,0,0,0,0,99.45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53801,56,2018,4,4,1,2,0,2,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
53810,7,2018,4,4,1,0,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53819,46,2018,4,4,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53828,5,2018,4,4,1,3,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-04-04,11,6,9.8,0.0
53837,101,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53846,66,2018,4,4,1,1,0,1,0,0,0,0,99.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53855,69,2018,4,4,1,3,0,2,0,0,0,0,80.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53864,70,2018,4,4,1,3,0,2,0,0,0,0,90.95,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53873,101,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
53882,70,2018,4,4,1,2,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53891,91,2018,4,4,1,3,0,0,2,0,0,0,73.74,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53900,92,2018,4,4,1,1,0,1,0,0,0,0,81.9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53909,70,2018,4,4,1,2,0,3,0,0,0,0,128.7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53918,1,2018,4,4,1,0,0,2,0,0,0,0,101.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53927,14,2018,4,4,4,10,0,1,0,0,0,0,132.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53936,72,2018,4,4,1,3,0,2,0,0,0,0,61.21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53945,70,2018,4,4,1,3,0,2,1,0,0,0,106.25,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53954,79,2018,4,4,1,3,0,2,0,0,0,0,95.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53963,101,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53972,68,2018,4,4,1,2,0,2,0,0,0,0,85.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53981,79,2018,4,4,1,5,0,2,0,0,0,0,67.85,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53990,6,2018,4,4,1,1,0,2,0,0,0,0,61.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
53999,90,2018,4,4,1,3,0,2,0,0,0,0,82.45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54008,19,2018,4,4,1,2,0,2,0,0,0,0,101.27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54017,75,2018,4,4,1,4,0,2,0,0,0,0,87.55,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54026,48,2018,4,4,1,1,0,1,0,0,0,0,107.1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54035,44,2018,4,4,1,0,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54044,50,2018,4,4,1,1,0,1,0,0,0,0,99.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54053,91,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
54062,102,2018,4,4,1,2,0,2,0,0,0,0,96.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54071,0,2018,4,4,1,0,0,1,0,0,0,0,89.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54080,91,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
54089,68,2018,4,4,1,2,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54098,34,2018,4,4,1,4,0,2,0,0,0,0,131.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54107,83,2018,4,4,1,2,0,2,0,0,0,0,84.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54116,101,2018,4,4,1,2,0,1,0,0,0,0,70.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
54125,1,2018,4,4,1,1,0,3,0,0,0,0,137.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54134,67,2018,4,4,1,4,0,2,0,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-04,11,6,9.8,0.0
54143,91,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-04,11,6,9.8,0.0
54152,7,2018,12,20,0,4,0,2,1,0,0,0,100.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54161,73,2018,12,20,2,5,0,2,0,0,0,0,88.29,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54170,1,2018,12,20,0,3,0,1,0,0,0,0,89.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54179,67,2018,12,20,0,5,0,2,0,0,0,0,64.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54188,13,2018,12,20,0,3,0,1,0,0,0,0,78.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54197,24,2018,12,20,0,1,0,2,1,0,0,0,132.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-12-20,5,0,8.8,1.9
54206,5,2018,12,20,0,1,0,2,0,0,0,0,105.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54215,126,2018,12,20,0,1,0,2,0,0,0,0,79.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54224,117,2018,12,20,2,7,0,2,0,0,0,0,90.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54233,41,2018,12,20,0,1,1,1,0,1,1,11,88.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-12-20,5,0,8.8,1.9
54242,15,2018,12,20,1,5,0,2,0,0,0,0,67.32,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54251,67,2018,12,20,0,5,0,2,0,0,0,0,64.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54260,2,2018,12,20,0,3,0,2,0,0,0,0,79.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54269,54,2018,12,20,0,3,0,3,0,0,0,0,98.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-12-20,5,0,8.8,1.9
54278,1,2018,12,20,0,1,0,2,0,0,0,0,79.5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54287,28,2018,12,20,0,5,0,1,0,0,0,0,74.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54296,1,2018,12,20,0,1,0,1,0,0,0,0,79.5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54305,0,2018,12,20,0,1,0,1,0,1,0,2,56.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54314,4,2018,12,20,0,4,0,2,0,0,0,0,67.58,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54323,15,2018,12,20,2,5,0,2,0,0,0,0,88.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54332,0,2018,12,20,0,1,0,1,0,1,0,6,65.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-12-20,5,0,8.8,1.9
54341,80,2018,12,20,2,5,0,1,2,0,0,0,101.77,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54350,21,2018,12,20,2,5,0,2,0,0,0,0,88.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54359,10,2018,12,20,0,4,0,2,0,0,0,0,83.73,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54368,80,2018,12,20,2,5,0,1,1,0,0,0,88.29,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54377,345,2018,12,20,0,2,0,2,0,0,0,0,78.3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-12-20,5,0,8.8,1.9
54386,1,2018,12,20,0,3,1,1,0,1,0,8,67.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-12-20,5,0,8.8,1.9
54395,99,2018,4,5,0,3,0,2,1,0,0,0,90.63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54404,0,2018,4,5,0,1,0,1,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54413,2,2018,4,5,0,1,0,1,0,0,0,0,89.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54422,35,2018,4,5,0,3,0,2,0,0,0,0,131.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54431,59,2018,4,5,0,2,0,2,1,0,0,0,121.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54440,75,2018,4,5,0,4,0,2,0,0,0,0,88.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54449,95,2018,4,5,0,4,0,2,0,0,0,0,93.08,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54458,83,2018,4,5,0,4,0,2,0,0,0,0,84.58,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54467,58,2018,4,5,0,3,0,3,0,0,0,0,189.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54476,95,2018,4,5,0,2,0,1,0,0,0,0,72.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54485,42,2018,4,5,0,3,0,1,0,0,0,0,131.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54494,124,2018,4,5,0,3,0,2,0,0,0,0,71.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-05,14,7,12.0,0.0
54503,103,2018,4,5,0,4,0,2,0,0,0,0,84.58,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54512,5,2018,4,5,0,3,1,1,0,1,0,1,101.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-04-05,14,7,12.0,0.0
54521,107,2018,4,5,0,2,0,1,0,0,0,0,81.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54530,13,2018,4,5,1,5,0,2,0,0,0,0,130.33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54539,57,2018,4,5,0,3,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54548,0,2018,4,5,0,1,0,1,0,0,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2018-04-05,14,7,12.0,0.0
54557,120,2018,4,5,0,4,0,2,0,0,0,0,94.86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54566,86,2018,4,5,0,3,0,2,0,0,0,0,90.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54575,70,2018,4,5,0,3,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54584,33,2018,4,5,0,4,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-05,14,7,12.0,0.0
54593,58,2018,4,5,0,3,0,2,0,0,0,0,153.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54602,0,2018,4,5,0,1,0,1,0,0,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2018-04-05,14,7,12.0,0.0
54611,86,2018,4,5,0,3,0,2,0,0,0,0,79.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54620,29,2018,4,5,0,4,0,3,0,0,0,0,119.77,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54629,62,2018,4,5,0,4,0,2,0,0,0,0,99.45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54638,8,2018,4,5,0,4,0,1,0,0,0,0,92.17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54647,11,2018,4,5,0,1,0,2,0,0,0,0,68.53,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54656,29,2018,4,5,0,3,1,1,0,0,0,0,67.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-04-05,14,7,12.0,0.0
54665,8,2018,4,5,0,4,0,2,0,0,0,0,92.17,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54674,54,2018,4,5,0,3,0,3,0,0,0,0,105.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-05,14,7,12.0,0.0
54683,57,2018,4,5,0,4,0,3,0,0,0,0,130.05,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54692,68,2018,4,5,0,4,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54701,100,2018,4,5,0,4,0,2,0,0,0,0,84.58,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54710,8,2018,4,5,0,1,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54719,8,2018,4,5,0,1,0,1,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54728,6,2018,4,5,0,1,0,3,0,0,0,0,137.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54737,120,2018,4,5,0,4,0,2,0,0,0,0,94.86,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54746,78,2018,4,5,0,4,0,2,0,0,0,0,97.33,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54755,5,2018,4,5,0,1,0,1,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54764,8,2018,4,5,0,1,0,1,0,0,0,0,95.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-05,14,7,12.0,0.0
54773,55,2018,6,26,2,2,0,2,0,0,0,0,108.9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54782,103,2018,6,26,2,1,0,2,1,0,0,0,77.29,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-26,24,14,15.8,0.0
54791,5,2018,6,26,1,0,0,2,0,0,0,0,109.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54800,131,2018,6,26,2,3,0,0,2,0,0,0,83.83,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54809,10,2018,6,26,2,1,0,1,0,0,0,0,112.33,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54818,18,2018,6,26,2,0,0,2,0,0,0,0,114.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54827,86,2018,6,26,1,0,0,1,0,1,0,5,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-06-26,24,14,15.8,0.0
54836,34,2018,6,26,1,0,0,1,0,0,0,0,94.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54845,1,2018,6,26,2,0,0,2,0,0,0,0,124.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54854,32,2018,6,26,2,5,0,2,0,0,0,0,126.26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54863,10,2018,6,26,1,0,0,2,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54872,60,2018,6,26,2,2,0,2,0,0,0,0,108.9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54881,131,2018,6,26,2,3,1,2,0,0,0,0,92.83,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54890,108,2018,6,26,2,2,0,1,0,0,0,0,86.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54899,128,2018,6,26,2,0,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54908,86,2018,6,26,1,0,0,1,0,1,1,7,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-06-26,24,14,15.8,0.0
54917,157,2018,6,26,2,3,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54926,88,2018,6,26,1,0,0,2,0,0,0,0,96.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54935,126,2018,6,26,2,4,0,2,0,0,0,0,80.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54944,45,2018,6,26,2,1,0,2,0,0,0,0,95.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54953,14,2018,6,26,1,0,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54962,39,2018,6,26,2,0,0,2,0,0,0,0,99.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54971,134,2018,6,26,2,4,0,2,0,0,0,0,136.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54980,155,2018,6,26,2,1,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
54989,51,2018,6,26,2,1,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-26,24,14,15.8,0.0
54998,105,2018,6,26,2,3,0,2,0,0,0,0,90.95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55007,156,2018,6,26,1,0,0,2,0,0,0,0,96.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55016,166,2018,6,26,1,0,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55025,24,2018,6,26,1,0,0,3,0,0,0,0,147.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55034,5,2018,6,26,2,2,0,2,1,0,0,0,196.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55043,116,2018,6,26,2,2,0,2,2,0,0,0,184.24,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55052,144,2018,6,26,2,0,0,2,0,0,0,0,85.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55061,4,2018,6,26,2,0,0,1,0,0,0,0,113.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55070,147,2018,6,26,3,5,0,2,0,0,0,0,92.08,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55079,7,2018,6,26,2,0,0,2,0,0,0,0,82.66,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55088,84,2018,6,26,2,1,0,3,0,0,0,0,103.72,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55097,37,2018,6,26,2,2,0,2,0,0,0,0,143.1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55106,72,2018,6,26,2,2,0,2,0,0,0,0,75.82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55115,1,2018,6,26,2,1,0,2,0,0,0,0,137.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55124,166,2018,6,26,1,0,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55133,19,2018,6,26,2,1,0,2,0,0,0,0,119.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
55142,20,2018,6,26,1,0,0,2,0,0,0,0,89.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-06-26,24,14,15.8,0.0
